cam_abbr,cam_name,angle,category,url,stored_url
pilatus,Pilatus - Esel,360,Ski resorts,https://pilatus.roundshot.com/,https://storage2.roundshot.com/53ce6af5ae1835.21533240
saastal_hannig,Hannig,290,Ski resorts,https://saastal.roundshot.com/hannig/,https://storage2.roundshot.com/5fa426219f1624.47033134
saastal_heidbodme,Heidbodme,360,Ski resorts,https://saastal.roundshot.com/heidbodme/,https://storage2.roundshot.com/601036f5ede336.07091366
schilthorn_allmendhubel,Allmendhubel,360,Ski resorts,https://schilthorn.roundshot.com/allmendhubel/,https://storage.roundshot.com/5639f2dbddec02.49212452
schilthorn_birg,Birg,360,Ski resorts,https://schilthorn.roundshot.com/birg/,https://storage.roundshot.com/5639f2324797c3.98380703
alpsellamatt,Alp Sellamatt - Berghotel,360,Ski resorts,https://alpsellamatt.roundshot.com/,https://storage2.roundshot.com/59412dabdc2347.53111703
alpsellamatt_zinggen,Alp Sellamatt - Zinggen,360,Ski resorts,https://alpsellamatt.roundshot.com/zinggen/,https://storage2.roundshot.com/59414d28dcec26.26414798
spluegen,Tanatzhöhe,360,Ski resorts,https://spluegen.roundshot.com/,https://storage.roundshot.com/53ce5a7155c4f4.57507300
gspon,Staldenried Gemeinde,360,Ski resorts,https://gspon.roundshot.com/,https://storage2.roundshot.com/5f1febcead00a2.85127973
saentis,Säntis Gipfel,360,Ski resorts,https://saentis.roundshot.com/,https://storage2.roundshot.com/53ce6b5b69eda2.07649423
saentis_schwaegalp,Säntis Schwägalp,270,Ski resorts,https://saentis.roundshot.com/schwaegalp/,https://storage2.roundshot.com/5f3290396f3838.18976710
soerenberg_rothorn,Rothorn Gipfel,270,Ski resorts,https://soerenberg.roundshot.com/rothorn/,https://storage.roundshot.com/58c17d5df15144.54606734
brunnenberg,Brunnenberg,360,Ski resorts,https://brunnenberg.roundshot.com/,https://storage2.roundshot.com/5ef1f64f484ba8.46743434
chaeserrugg,Chaeserrugg,360,Ski resorts,https://chaeserrugg.roundshot.com/,https://storage2.roundshot.com/53aac874be36f1.86083713
iltios,Iltios,360,Ski resorts,https://iltios.roundshot.com/,https://storage.roundshot.com/58ee238ec0fbd8.86947325
thyon_trabanta,Trabanta,360,Ski resorts,https://thyon.roundshot.com/trabanta/,https://storage.roundshot.com/615ef90332da74.06935840
villars_leschaux,Gryon - Les Chaux,360,Ski resorts,https://villars.roundshot.com/leschaux/,https://storage2.roundshot.com/59d7889324a395.24481950
villars_lesmazots,Les Diablerets - Les Mazots,360,Ski resorts,https://villars.roundshot.com/lesmazots/,https://storage.roundshot.com/544f809ea788f8.47106013
villars_meilleret,Les Diablerets - Meilleret,360,Ski resorts,https://villars.roundshot.com/meilleret/,https://storage.roundshot.com/53aac4deacefa4.49887477
villars_bretaye,Villars - Bretaye,360,Ski resorts,https://villars.roundshot.com/bretaye/,https://storage2.roundshot.com/53aac613088ab7.11272659
villars_pt-chamossaire,Villars - Petit Chamossaire,360,Ski resorts,https://villars.roundshot.com/pt-chamossaire/,https://storage.roundshot.com/53aabfac9d5614.13900910
lenzerheide_bargias,Bargias,360,Ski resorts,https://lenzerheide.roundshot.com/bargias/,https://storage.roundshot.com/541151ad734342.21140197
verbier_montfort,Mont Fort,360,Ski resorts,https://verbier.roundshot.com/montfort/,https://storage.roundshot.com/5f353abe8d2171.42275892
verbier_savoleyres,Savoleyres,360,Ski resorts,https://verbier.roundshot.com/savoleyres/,https://storage.roundshot.com/5d94ae4e6d2618.34247816
verbier_tzoumaz,Tzoumaz,360,Ski resorts,https://verbier.roundshot.com/tzoumaz/,https://storage.roundshot.com/61234b3995e2e2.34204567
lavuardette,La Vuardette,360,Ski resorts,https://lavuardette.roundshot.com/,https://storage2.roundshot.com/5ee351918f48c1.22223924
ebenalp,Ebenalp,360,Ski resorts,https://ebenalp.roundshot.com/,https://storage.roundshot.com/5a7c518a176f53.54105137
gartenalp,Gartenalp,180,Ski resorts,https://gartenalp.roundshot.com/,https://storage2.roundshot.com/5de0d112a90279.81323382
wasserfallenbahn,Wasserfallen - Bergstation,360,Ski resorts,https://wasserfallenbahn.roundshot.com/,https://storage2.roundshot.com/54e70d752c80c0.27201828
wildhaus_gamsalp,Gamsalp,360,Ski resorts,https://wildhaus.roundshot.com/gamsalp/,https://storage2.roundshot.com/5953c9a6dfb078.82403998
wildhaus_oberdorf,Oberdorf,360,Ski resorts,https://wildhaus.roundshot.com/oberdorf/,https://storage2.roundshot.com/593ed5cbe5c930.24637295
zbag_hirli,Hirli,360,Ski resorts,https://zbag.roundshot.com/hirli/,https://storage.roundshot.com/5dd575d88ff6f4.69086930
zbag_matterhornglacierparadise,Matterhorn - Glacier Paradise,360,Ski resorts,https://zbag.roundshot.com/matterhornglacierparadise/,https://storage.roundshot.com/5cda5bf21a7198.55013080
zbag_rothorn,Rothorn,180,Ski resorts,https://zbag.roundshot.com/rothorn/,https://storage.roundshot.com/5dd572ed217448.13831429
zbag_sunnegga,Sunnegga,50,Ski resorts,https://zbag.roundshot.com/sunnegga/,https://storage.roundshot.com/5dd5765bd47316.88564927
zbag_trockener-steg,Trockener Steg,360,Ski resorts,https://zbag.roundshot.com/trockener-steg/,https://storage.roundshot.com/5dd57285747da0.74612870
zermatt_gornergrat,Gornergrat,360,Ski resorts,https://zermatt.roundshot.com/gornergrat/,https://storage2.roundshot.com/5dd571e14c8d10.06684428
zermatt_hohtaelli,Hohtälli,270,Ski resorts,https://zermatt.roundshot.com/hohtaelli/,https://storage.roundshot.com/5dd57245813f98.01911817
zermatt_randa,Randa,360,Ski resorts,https://zermatt.roundshot.com/randa/,https://storage.roundshot.com/5dcc1e9e030070.06377080
zermatt_schonegg,Schönegg Hotel,50,Ski resorts,https://zermatt.roundshot.com/schonegg/,https://storage.roundshot.com/5dd5768f8f3e19.24925088
zermatt_taesch,Täsch Dorf,360,Ski resorts,https://zermatt.roundshot.com/taesch/,https://storage.roundshot.com/5dd576eb8ffae5.67357181
zermatt_zermatterhof,Zermatterhof,360,Ski resorts,https://zermatt.roundshot.com/zermatterhof/,https://storage.roundshot.com/5dd57433a13c58.72193378
kachelmannwetter_klingenstock,Klingenstock,360,Weather cams,https://kachelmannwetter.roundshot.com/klingenstock/,https://storage2.roundshot.com/5d23115cefdaf6.21509746
kachelmannwetter_rotenflue,Rotenflue,360,Weather cams,https://kachelmannwetter.roundshot.com/rotenflue/,https://storage2.roundshot.com/548ea1876fbaa7.33455027
kachelmannwetter_sattel,Sattel,360,Weather cams,https://kachelmannwetter.roundshot.com/sattel/,https://storage2.roundshot.com/54807463306128.35577150
kachelmannwetter_tierparkgoldau,Tierpark Goldau,360,Weather cams,https://kachelmannwetter.roundshot.com/tierparkgoldau/,https://storage2.roundshot.com/58347af425afe1.04345042
andermatt_baezberg,Baezberg,160,Construction sites,https://andermatt.roundshot.com/baezberg/,https://storage.roundshot.com/5322dcaec2f0b3.73101337
binz,Binz public,180,Construction sites,https://binz.roundshot.com/,https://storage.roundshot.com/5db950e47726b4.39427479
bussimmobilien,Bredella AG - Buss Immobilien,360,Construction sites,https://bussimmobilien.roundshot.com/,https://storage2.roundshot.com/5c9b60f03df719.72602116
cffimmobilier_quaiouest,Quai Ouest,220,Construction sites,https://cffimmobilier.roundshot.com/quaiouest/,https://storage2.roundshot.com/5a1849da8d46c0.44991524
cffimmobilier_quartierdeshalles,Quartier Des Halles,160,Construction sites,https://cffimmobilier.roundshot.com/quartierdeshalles/,https://storage2.roundshot.com/58905c65139f56.25776070
gzo_baustelle,GZO Baustelle 1,145,Construction sites,https://gzo.roundshot.com/baustelle/,https://storage2.roundshot.com/5a2162b41e48d5.64345084
gzo_baustelle2,GZO Baustelle 2 public,50,Construction sites,https://gzo.roundshot.com/baustelle2/,https://storage.roundshot.com/5c3de64eb4b942.09009828
halter_baeretower,Bäretower,50,Construction sites,https://halter.roundshot.com/baeretower/,https://storage2.roundshot.com/5bb4cee7ba39f6.43026722
halter_claraturm,Claraturm,160,Construction sites,https://halter.roundshot.com/claraturm/,https://storage2.roundshot.com/5bb4ce74652255.63348325
inwil,Inwil Dorf,280,Construction sites,https://inwil.roundshot.com/,https://storage.roundshot.com/6139ee24778e97.13160285
jungfrau_luetschine,Lütschine,200,Construction sites,https://jungfrau.roundshot.com/luetschine/,https://storage2.roundshot.com/5aeb76197538d3.39429739
jungfrau_eigergletschernordwand,Nordwand,360,Construction sites,https://jungfrau.roundshot.com/eigergletschernordwand/,https://storage.roundshot.com/5aec2275b5dad4.34391000
jungfrau_pavillon,Pavillon,360,Construction sites,https://jungfrau.roundshot.com/pavillon/,https://storage2.roundshot.com/5aeb662b2fa070.96225768
jungfrau_rothenegg,Rothenegg,200,Construction sites,https://jungfrau.roundshot.com/rothenegg/,https://storage2.roundshot.com/5aeb7079cf4992.93508030
jungfrau_eigergletschertrafostation,Trafostation,360,Construction sites,https://jungfrau.roundshot.com/eigergletschertrafostation/,https://storage.roundshot.com/5aec11cd29c984.99554859
albulatunnel,Albulatunnel,360,Construction sites,https://albulatunnel.roundshot.com/,https://storage2.roundshot.com/54746c4b1386b2.69857289
scopedevelopment_epalinges,Epalinges,50,Construction sites,https://scopedevelopment.roundshot.com/epalinges/,https://storage2.roundshot.com/5c7552fca284b5.58464718
scopedevelopment,Pasta Gala - Morges,200,Construction sites,https://scopedevelopment.roundshot.com/,https://storage2.roundshot.com/5b5980eaf1c6b7.67034961
uffer,Uffer Savognin,280,Construction sites,https://uffer.roundshot.com/,https://storage2.roundshot.com/53aacabc0e2534.81303209
uffer_panorama,Panorama,135,Construction sites,https://uffer.roundshot.com/panorama/,https://storage2.roundshot.com/56ab46030a8ec8.90857009
warteck_syd,Warteck Invest AG,50,Construction sites,https://warteck.roundshot.com/syd/,https://storage2.roundshot.com/5f0332c1226714.02722637
kuratleimmobilien,kuratle Immobilien,180,Construction sites,https://kuratleimmobilien.roundshot.com/,https://storage2.roundshot.com/5f490ea2f02ad6.87993022
flugplatzschupfart,Flugplatz Fricktal Schupfart,360,Airports,https://flugplatzschupfart.roundshot.com/,https://storage2.roundshot.com/58eb4481605615.63926737
birrfeld,Flughafen Birrfeld,360,Airports,https://birrfeld.roundshot.com/,https://storage2.roundshot.com/552530f44d6fc3.49354975
buochs,Buochs Airport,360,Airports,https://buochs.roundshot.com/,https://storage.roundshot.com/53ce623b040631.30689073
engadin-airport,Engadin Airport - Samedan,360,Airports,https://engadin-airport.roundshot.com/,https://storage2.roundshot.com/56c702736d2025.83338463
erlebnisflugplatz,Erlebnisflugplatz Sitterdorf,360,Airports,https://erlebnisflugplatz.roundshot.com/,https://storage2.roundshot.com/5b7400650d4ea9.28802462
fliegen,Grenchen Flughafen,360,Airports,https://fliegen.roundshot.com/,https://storage2.roundshot.com/53a974414ddfe7.48910878
gstaad-airport,Gstaad Airport,210,Airports,https://gstaad-airport.roundshot.com/,https://storage2.roundshot.com/597f429a769f71.06054879
albiswings,Hausen am Albis Flugplatz,360,Airports,https://albiswings.roundshot.com/,https://storage2.roundshot.com/53a9735033ee93.12581862
lszr,People's Airport St. Gallen - Altenrhein,360,Airports,https://lszr.roundshot.com/,https://storage2.roundshot.com/5c8b6fec9dad68.39944594
sionairport,Sion Aéroport,360,Airports,https://sionairport.roundshot.com/,https://storage2.roundshot.com/5773b57ae23510.59080675
albinen,Albinen Gemeinde,180,Villages,https://albinen.roundshot.com/,https://storage2.roundshot.com/5ef9add5141ec7.00467519
blatten_fafleralp,Blatten,360,Villages,https://blatten.roundshot.com/fafleralp/,https://storage2.roundshot.com/5d1b5130b9a532.99124958
celerina,Celerina,360,Villages,https://celerina.roundshot.com/,https://storage.roundshot.com/57beb39a03f7e3.01158735
chax,Château d'Oex,180,Villages,https://chax.roundshot.com/,https://storage.roundshot.com/53a8361fdc63a5.45691356
chexbres,Chexbres,360,Villages,https://chexbres.roundshot.com/,https://storage2.roundshot.com/56d71b7f379aa6.71088040
coppet,Coppet Commune,360,Villages,https://coppet.roundshot.com/,https://storage2.roundshot.com/582991391a6025.23290039
eischoll_dorf,Eischoll - Dorf,360,Villages,https://eischoll.roundshot.com/dorf/,https://storage2.roundshot.com/60c06f52112212.74774816
schauenberg,Schauenberg,360,Villages,https://schauenberg.roundshot.com/,https://storage2.roundshot.com/592c1144bea562.72014108
kandersteg,Kandersteg Langlaufzentrum,360,Villages,https://kandersteg.roundshot.com/,https://storage.roundshot.com/5dea5d574c5ce7.98415549
heiden,Heiden,300,Villages,https://heiden.roundshot.com/,https://storage2.roundshot.com/53a98066017d32.91292386
lumnezia_badesee,Badesee Davos Munts,180,Villages,https://lumnezia.roundshot.com/badesee/,https://storage2.roundshot.com/5b1661a9e5d2b8.24439966
lumnezia_camuns,Camuns,180,Villages,https://lumnezia.roundshot.com/camuns/,https://storage2.roundshot.com/5bcdaf02039955.37089371
menzingen,Menzingen,360,Villages,https://menzingen.roundshot.com/,https://storage.roundshot.com/5cec0fe75a35d2.49652772
plagne,Plagne,360,Villages,https://plagne.roundshot.com/,https://storage2.roundshot.com/58d8e0a8f11161.85004104
roggenberg,Roggenberg,360,Villages,https://roggenberg.roundshot.com/,https://storage2.roundshot.com/53a97525aa0020.79298090
champery,Champéry Village,270,Villages,https://champery.roundshot.com/,https://storage2.roundshot.com/5fdccad46b4cc3.74607511
morgins,Morgins,320,Villages,https://morgins.roundshot.com/,https://storage2.roundshot.com/5fdccddc7daea3.94253281
saastal_dorf,Saas-Fee Dorf,360,Villages,https://saastal.roundshot.com/dorf/,https://storage.roundshot.com/6148443164a608.10708816
engadin_ardez,Ardez,220,Villages,https://engadin.roundshot.com/ardez/,https://storage2.roundshot.com/5f3d25f3417841.61855999
engadin_ftan,Ftan,360,Villages,https://engadin.roundshot.com/ftan/,https://storage2.roundshot.com/5fa3bc90c5bf73.47898036
engadin_sent,Sent,240,Villages,https://engadin.roundshot.com/sent/,https://storage2.roundshot.com/5fa3bd34e02d19.87227346
engadin_tarasp,Tarasp,317,Villages,https://engadin.roundshot.com/tarasp/,https://storage.roundshot.com/5f3d2505ae50c6.59794530
sils,Sils Maria,360,Villages,https://sils.roundshot.com/,https://storage.roundshot.com/5451f591921dc1.17691328
gemeindestalden,Stalden,360,Villages,https://gemeindestalden.roundshot.com/,https://storage2.roundshot.com/54f5817d50d515.12730100
vallorbe,Vallorbe Commune,360,Villages,https://vallorbe.roundshot.com/,https://storage.roundshot.com/5968960185e656.86133759
varen,Varen Einwohnergemeinde,360,Villages,https://varen.roundshot.com/,https://storage2.roundshot.com/600eeb1368d385.73818466
zermatt_langlaufloipe-schalisee,Täsch,360,Villages,https://zermatt.roundshot.com/langlaufloipe-schalisee/,https://storage.roundshot.com/602d39041390e6.94878911
zuozgemeinde,Zuoz Gemeinde,360,Villages,https://zuozgemeinde.roundshot.com/,https://storage2.roundshot.com/571e62649d6bb1.46208224
aigle,Aigle Gemeinde,360,Tourism associations,https://aigle.roundshot.com/,https://storage2.roundshot.com/53ce585c3fa260.21080772
lac-de-tseuzier,Anzère - Lac de Tseuzier,360,Tourism associations,https://lac-de-tseuzier.roundshot.com/,https://storage2.roundshot.com/59a002a2d4d994.17261166
avenches_camping-plage,Avenches - Camping-plage,360,Tourism associations,https://avenches.roundshot.com/camping-plage/,https://storage2.roundshot.com/558a9f2a2dac68.32713755
berntourismus_hotelbellevuepalace,Bellevue Hotel,285,Tourism associations,https://berntourismus.roundshot.com/hotelbellevuepalace/,https://storage2.roundshot.com/53ce5bb64a2b86.45979144
berntourismus_gurten,Gurten,360,Tourism associations,https://berntourismus.roundshot.com/gurten/,https://storage2.roundshot.com/5ab8c13babf5c9.87070882
berntourismus_rosengarten,Rosengarten Restaurant,180,Tourism associations,https://berntourismus.roundshot.com/rosengarten/,https://storage.roundshot.com/53ce5bd90d50b1.35697840
boezingenberg,Bözingenberg,360,Tourism associations,https://boezingenberg.roundshot.com/,https://storage2.roundshot.com/54be2cc7bfcda5.21048119
braunwald_nussbuehl,Nussbuehl,360,Tourism associations,https://braunwald.roundshot.com/nussbuehl/,https://storage.roundshot.com/5bbb68a0cee7c4.24078892
bregagliaturismo_aela,Aela - Bregaglia Turismo,360,Tourism associations,https://bregagliaturismo.roundshot.com/aela/,https://storage.roundshot.com/61684df58848f7.67069771
bregagliaturismo_albigna,Albigna - Bregaglia Turismo,360,Tourism associations,https://bregagliaturismo.roundshot.com/albigna/,https://storage.roundshot.com/61684d48c0ec51.81486154
brigtourismus_rothwald,Rothwald,360,Tourism associations,https://brigtourismus.roundshot.com/rothwald/,https://storage.roundshot.com/61790ae6edbfa0.10866249
lespaccots_corbetta,Corbetta,360,Tourism associations,https://lespaccots.roundshot.com/corbetta/,https://storage.roundshot.com/581c769894e563.94438889
lespaccots_rathvel,Rathvel,360,Tourism associations,https://lespaccots.roundshot.com/rathvel/,https://storage2.roundshot.com/581c79f0d5ebe6.47666640
ga-weissenstein_hafen,Hafen Solothurn,360,Tourism associations,https://ga-weissenstein.roundshot.com/hafen/,https://storage2.roundshot.com/5ce24f674bfa29.30536798
ga-weissenstein_solothurn,Solothurn Stadt,360,Tourism associations,https://ga-weissenstein.roundshot.com/solothurn/,https://storage2.roundshot.com/5c51a5913f12d8.54064644
ga-weissenstein_weissenstein,Weissenstein,360,Tourism associations,https://ga-weissenstein.roundshot.com/weissenstein/,https://storage2.roundshot.com/5a8416ac4ab9c6.09241839
grindelwald_mittellegihuette,Mittellegihütte,360,Tourism associations,https://grindelwald.roundshot.com/mittellegihuette/,https://storage.roundshot.com/612f2577cd5005.18745687
lagruyere,Gruyère,360,Tourism associations,https://lagruyere.roundshot.com/,https://storage.roundshot.com/55d1b40261ad01.27632489
montsoleil,Mont Soleil,360,Tourism associations,https://montsoleil.roundshot.com/,https://storage2.roundshot.com/59e5c25fee21e6.12976559
jungfrau_interlaken-harderkulm,Harder Kulm,360,Tourism associations,https://jungfrau.roundshot.com/interlaken-harderkulm/,https://storage2.roundshot.com/5ab8ba577a66e4.87843214
jungfrau_schynige-platte,Schynige Platte,360,Tourism associations,https://jungfrau.roundshot.com/schynige-platte/,https://storage2.roundshot.com/5b07b425c33048.76749639
juratourisme_aventurejuraparc,Aventure Jura Parc Rebeuvelier,360,Tourism associations,https://juratourisme.roundshot.com/aventurejuraparc/,https://storage2.roundshot.com/53a98831407ef7.01773470
juratourisme_delemont,Delémont,360,Tourism associations,https://juratourisme.roundshot.com/delemont/,https://storage2.roundshot.com/53a98f4446b735.41328334
juratourisme_noirmont,Le Noirmont,180,Tourism associations,https://juratourisme.roundshot.com/noirmont/,https://storage2.roundshot.com/53a98c92345e05.26825052
juratourisme_lesordons,Les Ordons,300,Tourism associations,https://juratourisme.roundshot.com/lesordons/,https://storage2.roundshot.com/59a71f1732c727.80171059
juratourisme_porrentruy,Porrentruy,320,Tourism associations,https://juratourisme.roundshot.com/porrentruy/,https://storage2.roundshot.com/53a98d163ad896.35321075
juratourisme_saignelegier,Saignelégier,360,Tourism associations,https://juratourisme.roundshot.com/saignelegier/,https://storage2.roundshot.com/53a98bf55c82c2.44826551
juratourisme_st-ursanne,St Ursanne,240,Tourism associations,https://juratourisme.roundshot.com/st-ursanne/,https://storage2.roundshot.com/53a98dc1797129.48576895
kronberg_gipfel,Kronberg Gipfel,360,Tourism associations,https://kronberg.roundshot.com/gipfel/,https://storage.roundshot.com/608fc16698a1e7.09133428
luzerntourismus,Luzern,210,Tourism associations,https://luzerntourismus.roundshot.com/,https://storage2.roundshot.com/53aa922da49ec7.57439399
weggis,Weggis,265,Tourism associations,https://weggis.roundshot.com/,https://storage2.roundshot.com/54bd09aee73172.33986649
montreux,Montreux,360,Tourism associations,https://montreux.roundshot.com/,https://storage2.roundshot.com/556824de219494.02676307
morat,Murten - Morat,210,Tourism associations,https://morat.roundshot.com/,https://storage2.roundshot.com/53aa962719f593.63804350
montmagny,Vully les Lacs - Montmagny,360,Tourism associations,https://montmagny.roundshot.com/,https://storage2.roundshot.com/558a84216fe385.16758722
morgesregion,Morges - Port,250,Tourism associations,https://morgesregion.roundshot.com/,https://storage2.roundshot.com/553b32b0bc3173.33224654
morgesregion_ville,Morges - Ville,360,Tourism associations,https://morgesregion.roundshot.com/ville/,https://storage2.roundshot.com/567036de01a748.73591800
napoleonturm,Napoleonturm,360,Tourism associations,https://napoleonturm.roundshot.com/,https://storage2.roundshot.com/6086f0ffa45785.24190660
nyon-tourisme,Nyon,360,Tourism associations,https://nyon-tourisme.roundshot.com/,https://storage2.roundshot.com/55dae11ef1e736.84215477
obergoms_oberwald,Oberwald,360,Tourism associations,https://obergoms.roundshot.com/oberwald/,https://storage.roundshot.com/5a0afd597aaf75.90842617
obergoms_ulrichen,Ulrichen - Nordisches Zentrum,360,Tourism associations,https://obergoms.roundshot.com/ulrichen/,https://storage.roundshot.com/5a0afc4ded6a20.59282611
chaumont,Chaumont,360,Tourism associations,https://chaumont.roundshot.com/,https://storage2.roundshot.com/53aa9a99658453.62437888
jeunesrives,Jeunes-Rives,360,Tourism associations,https://jeunesrives.roundshot.com/,https://storage2.roundshot.com/5a562a2c1e2a58.28043051
lachauxdefonds,La Chaux-de-Fonds,360,Tourism associations,https://lachauxdefonds.roundshot.com/,https://storage2.roundshot.com/54663aac8b1a77.11089022
larobella,La Robella,360,Tourism associations,https://larobella.roundshot.com/,https://storage2.roundshot.com/5a3a48a303ccc2.51790966
lacdeneuchatel,Lac de Neuchâtel,360,Tourism associations,https://lacdeneuchatel.roundshot.com/,https://storage2.roundshot.com/55eeeaac99d4b4.39247684
tailleres,Lac des Taillères,261,Tourism associations,https://tailleres.roundshot.com/,https://storage2.roundshot.com/53aa9c299d9823.87728304
lesbrenets,Les Brenets,360,Tourism associations,https://lesbrenets.roundshot.com/,https://storage2.roundshot.com/53aa9d904d01d0.81806281
neuchatel,Neuchâtel,360,Tourism associations,https://neuchatel.roundshot.com/,https://storage2.roundshot.com/54748cca0a3387.37093644
tete-de-ran,Tête de Ran,360,Tourism associations,https://tete-de-ran.roundshot.com/,https://storage2.roundshot.com/543509554a8bb2.55362362
schwarzseetourismus,Schwarzsee Tourismus,360,Tourism associations,https://schwarzseetourismus.roundshot.com/,https://storage2.roundshot.com/563b5a9b9e8c76.60965332
sierre-tourisme,Sierre Tourisme - Venthone,360,Tourism associations,https://sierre-tourisme.roundshot.com/,https://storage2.roundshot.com/56cd98f98805d9.46784144
